source,target,mor
YY1,hsa-miR-500a-5p,-1
CUL4B,hsa-miR-33-5p,-1
SMAD4,hsa-miR-139-5p,1
SMAD3,hsa-miR-139-5p,1
SMAD2,hsa-miR-139-5p,1
ESR1,hsa-miR-190-5p,1
FOS,hsa-miR-551a-5p,1
GATA6,hsa-miR-520b-5p,1
SNAI1,hsa-miR-128b-5p,-1
NFKB1,hsa-miR-548as-5p,1
MYB,hsa-miR-1258-5p,-1
FOXO3,hsa-miR-633-5p,-1
SALL4,mmu-miR-146a-5p,1
MAX,hsa-miR-181a-5p,1
YY1,hsa-miR-449a-5p,-1
JUNB,hsa-miR-494-5p,1
SP1,hsa-miR-199a-1-5p,-1
SP1,hsa-miR-199a-2-5p,-1
YY1,hsa-miR-5590-5p,-1
NFKB1,hsa-miR-612-5p,1
EGFR,hsa-miR-193a-5p,-1
TP53,hsa-miR-193a-5p,1
NRF1,hsa-miR-140-5p,1
MYOD1,hsa-miR-501-5p,1
SMAD3,hsa-miR-362-5p,1
SMAD2,hsa-miR-362-5p,1
SOX4,hsa-miR-20a-5p,1
SOX4,hsa-miR-18-5p,1
SOX4,hsa-miR-19b-1-5p,1
SOX4,hsa-miR-19a-5p,1
SOX4,hsa-miR-92-1-5p,1
CREB1,hsa-miR-200c-5p,1
PPARG,hsa-miR-381-5p,1
TP63,hsa-miR-27a-5p,1
YY1,hsa-miR-520c-5p,1
GATA4,hsa-miR-590-5p,1
GATA4,hsa-miR-320a-5p,1
GATA4,hsa-miR-32-5p,1
GATA4,hsa-miR-301b-5p,1
STAT3,hsa-miR-539-5p,1
SREBF2,hsa-miR-29-5p,1
KDM4A,hsa-miR-29-5p,1
MYB,hsa-miR-363-5p,1
E2F4,hsa-miR-449-5p,1
MYC,hsa-miR-567-5p,-1
FOXP1,hsa-miR-449b-5p,-1
HDAC1,hsa-miR-146a-5p,-1
EP300,hsa-miR-146a-5p,-1
HIF1A,hsa-miR-26a-2-5p,1
ETS2,hsa-miR-155-5p,1
GABPA,hsa-miR-34a-5p,1
ELK1,hsa-miR-31-5p,1
ETS1,hsa-miR-146a-5p,1
ETS1,hsa-miR-181b-5p,-1
ETS1,hsa-miR-181c-5p,-1
ETS1,hsa-miR-182-5p,-1
ETS1,hsa-miR-183-5p,-1
ETS1,hsa-miR-192-5p,-1
ETS1,hsa-miR-21-5p,-1
ETS1,hsa-miR-222-5p,1
ETS1,hsa-miR-301-5p,-1
ETS1,hsa-miR-31-5p,-1
ETS1,hsa-miR-320a-5p,-1
ETS1,hsa-miR-96-5p,-1
ETS2,hsa-miR-196b-5p,-1
ETV4,hsa-miR-125a-5p,-1
ETV4,hsa-miR-200b-5p,1
EZH2,hsa-let-7c-5p,-1
ETS1,hsa-miR-126-5p,1
EZH2,hsa-miR-1-5p,-1
ESR2,hsa-miR-7-5p,-1
ESR2,hsa-miR-27b-5p,1
ESR1,hsa-miR-18a-5p,1
ESR1,hsa-miR-18b-5p,1
ESR1,hsa-miR-19a-5p,1
ESR1,hsa-miR-19b-5p,1
ESR1,hsa-miR-19b-2-5p,1
ESR1,hsa-miR-20a-5p,1
ESR1,hsa-miR-20b-5p,1
ESR1,hsa-miR-21-5p,1
ESR1,hsa-miR-22-5p,-1
ESR1,hsa-miR-221-5p,1
ESR1,hsa-miR-222-5p,1
ESR1,hsa-miR-363-5p,1
ESR1,hsa-miR-497-5p,1
ESR1,hsa-miR-7-5p,-1
ESR1,hsa-miR-92a-5p,1
ESR1,hsa-miR-92a-2-5p,1
ESR1,hsa-miR-99a-5p,1
ESR2,hsa-miR-23b-5p,1
ESR2,hsa-miR-24-1-5p,1
ESR2,hsa-miR-30a-5p,-1
ESR1,hsa-miR-181b-1-5p,-1
EZH2,hsa-miR-26a-1-5p,-1
EZH2,hsa-miR-27a-5p,-1
EZH2,hsa-miR-30a-5p,-1
EZH2,hsa-miR-30b-5p,-1
EZH2,hsa-miR-31-5p,-1
EZH2,hsa-miR-34a-5p,-1
EZH2,hsa-miR-429-5p,-1
EZH2,hsa-miR-568-5p,-1
EZH2,hsa-miR-622-5p,-1
EZH2,hsa-miR-9-1-5p,-1
EZH2,hsa-miR-9-2-5p,-1
F2,hsa-miR-222-5p,1
EZH2,hsa-miR-23a-5p,-1
EZH2,hsa-miR-218-1-5p,-1
EZH2,hsa-miR-101-1-5p,-1
EZH2,hsa-miR-125b-5p,-1
EZH2,hsa-miR-129-2-5p,-1
EZH2,hsa-miR-139-5p,-1
EZH2,hsa-miR-141-5p,-1
EZH2,hsa-miR-146a-5p,-1
EZH2,hsa-miR-155-5p,-1
EZH2,hsa-miR-181b-5p,-1
EZH2,hsa-miR-200a-5p,-1
EZH2,hsa-miR-200b-5p,-1
EZH2,hsa-miR-200c-5p,-1
EZH2,hsa-miR-218-5p,-1
ESR1,hsa-miR-181a-1-5p,-1
ESR1,hsa-miR-17-5p,1
ESR1,hsa-miR-145-5p,1
EGR1,hsa-miR-199a-2-5p,1
FOXP3,hsa-miR-187-5p,-1
EGR1,hsa-miR-20b-5p,1
EGR1,hsa-miR-214-5p,1
EGR1,hsa-miR-181c-5p,1
EED,hsa-miR-200b-5p,-1
EED,hsa-miR-200c-5p,-1
EED,hsa-miR-429-5p,-1
EGFR,hsa-miR-1-5p,-1
EGFR,hsa-miR-1-1-5p,-1
EGFR,hsa-miR-96-5p,1
EGR1,hsa-miR-124-5p,1
EGR1,hsa-miR-148a-5p,1
EGR1,hsa-miR-152-5p,1
EGR1,hsa-miR-181d-5p,1
EGR2,hsa-miR-142-5p,-1
EGR3,hsa-miR-146a-5p,1
EP300,hsa-miR-21-5p,1
EPAS1,hsa-miR-181c-5p,1
EPAS1,hsa-miR-210-5p,1
EPAS1,hsa-miR-23a-5p,1
EPAS1,hsa-miR-24-5p,1
EPAS1,hsa-miR-24-2-5p,1
EPAS1,hsa-miR-26-5p,1
EPAS1,hsa-miR-27a-5p,1
EPAS1,hsa-miR-29b-2-5p,1
EPAS1,hsa-miR-29c-5p,1
EPAS1,hsa-miR-302-5p,1
EPAS1,hsa-miR-30b-5p,1
EPAS1,hsa-miR-30d-5p,1
ERG,hsa-miR-200c-5p,-1
ESR1,hsa-let-7c-5p,1
ESR1,hsa-miR-106a-5p,1
ESR1,hsa-miR-125b-5p,1
ESR1,hsa-miR-140-5p,-1
ESR1,hsa-miR-143-5p,1
EP300,hsa-miR-200c-5p,-1
EP300,hsa-miR-150-5p,1
EP300,hsa-miR-141-5p,-1
EMX2,hsa-miR-181b-2-5p,1
EGR3,hsa-miR-146b-5p,1
EGR3,hsa-miR-195-5p,1
EHF,hsa-let-7b-5p,1
EHF,hsa-miR-424-5p,-1
EHMT2,hsa-let-7b-5p,-1
EHMT2,hsa-miR-200c-5p,-1
ELK1,hsa-miR-144-5p,1
ELK1,hsa-miR-17-5p,1
ELK1,hsa-miR-18a-5p,1
ELK1,hsa-miR-19a-5p,1
FGF21,hsa-miR-33a-5p,-1
ELK1,hsa-miR-19b-1-5p,1
ELK1,hsa-miR-20a-5p,1
ELK1,hsa-miR-210-5p,1
ELK1,hsa-miR-34a-5p,1
ELK1,hsa-miR-92a-1-5p,1
ELK3,hsa-miR-155-5p,-1
EMSY,hsa-miR-31-5p,-1
EMX2,hsa-miR-181a-1-5p,1
EMX2,hsa-miR-181a-2-5p,1
EMX2,hsa-miR-181b-1-5p,1
ELK1,hsa-miR-200b-5p,-1
FGF21,hsa-miR-33b-5p,-1
FLI1,hsa-let-7a-5p,1
HDAC4,hsa-miR-34a-5p,-1
HDAC4,hsa-miR-429-5p,-1
HDAC9,hsa-miR-376a-5p,-1
HES1,hsa-miR-17-5p,1
HES1,hsa-miR-18a-5p,1
HES1,hsa-miR-19a-5p,1
HES1,hsa-miR-19b-1-5p,1
HES1,hsa-miR-205-5p,-1
HES1,hsa-miR-20a-5p,1
HES1,hsa-miR-92a-1-5p,1
HES5,hsa-miR-342-5p,-1
HEY1,hsa-miR-223-5p,-1
HIF1A,hsa-let-7a-5p,1
HIF1A,hsa-let-7e-5p,1
HIF1A,hsa-miR-101-5p,-1
HIF1A,hsa-miR-103-5p,1
HIF1A,hsa-miR-107-5p,1
HIF1A,hsa-miR-1271-5p,1
HIF1A,hsa-miR-128-1-5p,1
HDAC4,hsa-miR-29c-5p,1
HIF1A,hsa-miR-130a-5p,1
HDAC4,hsa-miR-29b-1-5p,-1
HDAC4,hsa-miR-200b-5p,-1
HDAC2,hsa-miR-130a-5p,-1
HDAC2,hsa-miR-141-5p,-1
HDAC2,hsa-miR-155-5p,-1
HDAC2,hsa-miR-182-5p,-1
HDAC2,hsa-miR-200a-5p,-1
HDAC2,hsa-miR-200b-5p,-1
HDAC2,hsa-miR-200c-5p,-1
HDAC2,hsa-miR-424-5p,-1
HDAC2,hsa-miR-429-5p,-1
HDAC2,hsa-miR-503-5p,-1
HDAC2,hsa-miR-96-5p,-1
HDAC3,hsa-miR-181a-1-5p,-1
HDAC3,hsa-miR-195-5p,-1
HDAC3,hsa-miR-30d-5p,-1
HDAC3,hsa-miR-96-5p,-1
HDAC4,hsa-miR-155-5p,-1
HDAC4,hsa-miR-185-5p,-1
HDAC4,hsa-miR-200a-5p,1
HDAC4,hsa-miR-29a-5p,-1
HIF1A,hsa-miR-143-5p,1
HIF1A,hsa-miR-145-5p,1
HIF1A,hsa-miR-213-5p,1
HIF1A,hsa-miR-214-5p,1
HIF1A,hsa-miR-218-2-5p,1
HIF1A,hsa-miR-224-5p,1
HIF1A,hsa-miR-23b-5p,1
HIF1A,hsa-miR-24-5p,1
HIF1A,hsa-miR-24-2-5p,1
HIF1A,hsa-miR-26-5p,1
HIF1A,hsa-miR-29b-2-5p,1
HIF1A,hsa-miR-29c-5p,1
HIF1A,hsa-miR-301a-5p,1
HIF1A,hsa-miR-302-5p,1
HIF1A,hsa-miR-30b-5p,1
HIF1A,hsa-miR-155-5p,1
HIF1A,hsa-miR-181c-5p,1
HIF1A,hsa-miR-182-5p,1
HIF1A,hsa-miR-183-5p,1
HIF1A,hsa-miR-185-5p,1
HDAC1,hsa-miR-503-5p,-1
HIF1A,hsa-miR-199a-2-5p,1
HIF1A,hsa-miR-204-5p,1
HIF1A,hsa-miR-205-5p,-1
HIF1A,hsa-miR-193a-5p,1
EED,hsa-miR-200a-5p,-1
HDAC1,hsa-miR-429-5p,-1
HDAC1,hsa-miR-34a-5p,-1
FOXM1,hsa-miR-429-5p,-1
FOXO1,hsa-miR-491-5p,1
FOXO3,hsa-let-7b-5p,1
FOXO3,hsa-miR-1-5p,1
FOXO3,hsa-miR-30d-5p,1
FOXO3,hsa-miR-34a-5p,1
FOXO3,hsa-miR-34b-5p,1
FOXO3,hsa-miR-34c-5p,1
FOXO3,hsa-miR-622-5p,1
FOXP3,hsa-miR-142-5p,-1
FOXP3,hsa-miR-146a-5p,1
FOXP3,hsa-miR-146b-5p,1
FOXP3,hsa-miR-155-5p,1
FOXP3,hsa-miR-183-5p,1
FOXP3,hsa-miR-7-5p,1
FUS,hsa-miR-141-5p,1
FUS,hsa-miR-200a-5p,1
FOXM1,hsa-miR-200c-5p,-1
GATA1,hsa-miR-138-2-5p,1
FOXM1,hsa-miR-200b-5p,-1
FOXM1,hsa-miR-141-5p,-1
FOS,hsa-miR-23a-5p,1
FOS,hsa-miR-31-5p,1
FOSB,hsa-miR-155-5p,1
FOSB,hsa-miR-22-5p,1
FOSL1,hsa-miR-134-5p,1
FOSL1,hsa-miR-221-5p,1
FOSL1,hsa-miR-222-5p,1
FOXA2,hsa-miR-122-5p,1
FOXA2,hsa-miR-29a-5p,1
FOXA2,hsa-miR-29b-1-5p,1
FOXA2,hsa-miR-29b-2-5p,1
FOXA2,hsa-miR-29c-5p,1
FOXD3,hsa-miR-137-5p,1
FOXD3,hsa-miR-214-5p,1
FOXD3,hsa-miR-496-5p,1
FOXF2,hsa-miR-200a-5p,-1
FOXF2,hsa-miR-200b-5p,-1
FOXF2,hsa-miR-429-5p,-1
FOXJ1,hsa-miR-449a-5p,1
FOXM1,hsa-miR-135b-5p,1
FOXM1,hsa-miR-200a-5p,-1
GATA1,hsa-miR-144-5p,1
GATA1,hsa-miR-146b-5p,1
GATA1,hsa-miR-148a-5p,1
GATA6,hsa-miR-30d-5p,-1
GATA6,hsa-miR-30e-5p,-1
GFI1,hsa-miR-196b-5p,-1
GFI1,hsa-miR-21-5p,-1
GLI1,hsa-miR-29a-5p,-1
GLI1,hsa-miR-29b-1-5p,-1
GNRH1,hsa-miR-132-5p,1
GNRH1,hsa-miR-212-5p,1
GRHL2,hsa-miR-141-5p,1
GRHL2,hsa-miR-200b-5p,1
GRHL2,hsa-miR-200c-5p,1
GRHL2,hsa-miR-203a-5p,1
GRHL2,hsa-miR-429-5p,1
GRHL3,hsa-miR-21-5p,-1
HDAC1,hsa-miR-124-5p,-1
HDAC1,hsa-miR-200a-5p,-1
HDAC1,hsa-miR-200b-5p,-1
GATA4,hsa-miR-451-5p,1
GATA4,hsa-miR-144-5p,1
GATA3,hsa-miR-29b-5p,1
GATA3,hsa-miR-200c-5p,-1
GATA1,hsa-miR-196b-5p,1
GATA1,hsa-miR-23a-5p,1
GATA1,hsa-miR-24-2-5p,1
GATA1,hsa-miR-27a-5p,1
GATA1,hsa-miR-361-5p,1
GATA1,hsa-miR-431-5p,1
GATA1,hsa-miR-451-5p,1
GATA1,hsa-miR-889-5p,1
GATA2,hsa-miR-148a-5p,1
HDAC1,hsa-miR-424-5p,-1
GATA2,hsa-miR-194-5p,1
GATA2,hsa-miR-23a-5p,-1
GATA2,hsa-miR-24-2-5p,-1
GATA2,hsa-miR-27a-5p,-1
GATA2,hsa-miR-30c-5p,1
GATA2,hsa-miR-30e-5p,1
GATA2,hsa-miR-31-5p,1
GATA3,hsa-miR-125a-5p,1
GATA3,hsa-miR-138-1-5p,1
GATA3,hsa-miR-138-2-5p,1
GATA3,hsa-miR-200a-5p,-1
GATA3,hsa-miR-200b-5p,-1
GATA2,hsa-miR-221-5p,-1
EED,hsa-miR-155-5p,-1
EED,hsa-miR-141-5p,-1
BRD7,hsa-miR-141-5p,-1
CAMP,hsa-miR-155-5p,1
CBX7,hsa-miR-9-1-5p,-1
CBX7,hsa-miR-9-2-5p,-1
CCND1,hsa-miR-17-5p,1
CCND1,hsa-miR-18a-5p,1
CCND1,hsa-miR-19a-5p,1
CCND1,hsa-miR-19b-1-5p,1
CCND1,hsa-miR-20a-5p,1
BRD4,hsa-miR-155-5p,1
CDK4,hsa-miR-141-5p,1
CDK4,hsa-miR-146b-5p,1
CDKN2A,hsa-miR-141-5p,1
CDKN2A,hsa-miR-146b-5p,1
CDKN2A,hsa-miR-410-5p,1
CDX1,hsa-miR-215-5p,1
CDX2,hsa-miR-125b-5p,1
CDX2,hsa-miR-615-5p,1
CCND1,hsa-miR-92a-1-5p,1
BRD4,hsa-miR-146a-5p,1
BRCA1,hsa-miR-593-5p,1
BMP2,hsa-miR-31-5p,1
BMP4,hsa-miR-145-5p,1
BMP4,hsa-miR-200a-5p,1
BMP4,hsa-miR-200b-5p,1
BMP4,hsa-miR-200c-5p,1
BMP4,hsa-miR-205-5p,1
BMP6,hsa-miR-21-5p,-1
BMPR1A,hsa-miR-17-5p,1
BMPR1A,hsa-miR-18a-5p,1
BMPR1A,hsa-miR-19a-5p,1
BMPR1A,hsa-miR-19b-1-5p,1
BMPR1A,hsa-miR-20a-5p,1
BMPR1A,hsa-miR-92a-1-5p,1
BRCA1,hsa-miR-146a-5p,1
BRCA1,hsa-miR-146b-5p,1
BRCA1,hsa-miR-155-5p,-1
CEBPA,hsa-let-7a-1-5p,1
BMP2,hsa-miR-24-1-5p,1
CEBPA,hsa-miR-100-5p,1
CEBPB,hsa-miR-20a-5p,-1
CEBPB,hsa-miR-223-5p,1
CEBPB,hsa-miR-31-5p,1
CEBPB,hsa-miR-424-5p,-1
CEBPB,hsa-miR-503-5p,-1
CEBPB,hsa-miR-542-5p,1
CEBPB,hsa-miR-92a-1-5p,-1
CEBPD,hsa-miR-135a-5p,1
CEBPD,hsa-miR-193b-5p,1
CFTR,hsa-miR-193b-5p,1
EED,hsa-miR-146a-5p,-1
CEBPB,hsa-miR-203-5p,-1
CREB1,hsa-miR-132-5p,1
CREB1,hsa-miR-148a-5p,1
CREB1,hsa-miR-15b-5p,1
CREB1,hsa-miR-21-5p,1
CREB1,hsa-miR-212-5p,1
CEBPB,hsa-miR-19b-1-5p,-1
CEBPB,hsa-miR-19a-5p,-1
CEBPB,hsa-miR-198-5p,1
CEBPA,hsa-miR-101-2-5p,1
CEBPA,hsa-miR-122-5p,1
CEBPA,hsa-miR-125b-1-5p,1
CEBPA,hsa-miR-134-5p,1
CEBPA,hsa-miR-181a-5p,-1
CEBPA,hsa-miR-182-5p,-1
CEBPA,hsa-miR-223-5p,1
CEBPA,hsa-miR-26a-5p,1
CEBPA,hsa-miR-30c-1-5p,1
CEBPA,hsa-miR-30c-2-5p,1
CEBPA,hsa-miR-34a-5p,1
CEBPB,hsa-miR-143-5p,1
CEBPB,hsa-miR-146b-5p,1
CEBPB,hsa-miR-17-5p,-1
CEBPB,hsa-miR-181c-5p,1
CEBPB,hsa-miR-18a-5p,-1
CEBPA,hsa-miR-1-5p,1
CREB1,hsa-miR-23a-5p,1
BMI1,hsa-miR-31-5p,-1
BMI1,hsa-miR-141-5p,-1
HIF1A,hsa-miR-30a-5p,-1
KLF4,hsa-miR-101-5p,1
SOX18,hsa-miR-204-5p,1
TP53,hsa-miR-424-5p,-1
MITF,hsa-miR-579-5p,1
FOXM1,hsa-miR-509-5p,-1
MYB,hsa-miR-4741-5p,1
RELA,hsa-miR-374a-5p,1
AGO2,hsa-miR-155-5p,-1
AHR,hsa-miR-25-5p,1
AHR,hsa-miR-93-5p,1
AKT1,hsa-let-7e-5p,1
AKT1,hsa-miR-125b-5p,-1
AKT1,hsa-miR-155-5p,-1
AKT1,hsa-miR-181c-5p,1
AKT1,hsa-miR-22-5p,1
AHR,hsa-miR-106b-5p,1
KDM5B,hsa-miR-140-5p,-1
EGR1,hsa-miR-21-5p,1
FOXO1,hsa-miR-506-5p,1
NR5A1,hsa-miR-145-5p,1
NFIC,hsa-miR-204-5p,1
NFKB1,hsa-miR-20a-5p,1
SOX9,hsa-miR-96-5p,-1
TCF3,hsa-miR-143-5p,1
BCL11A,hsa-miR-365-1-5p,-1
HDAC4,hsa-miR-134-5p,-1
ATF2,hsa-miR-3913-1-5p,-1
NFKB1,hsa-miR-1262-5p,-1
HNF4A,hsa-miR-146a-5p,1
GABPA,hsa-miR-34b-5p,1
KLF9,hsa-miR-494-5p,1
HOXD9,hsa-miR-451a-5p,-1
SP1,hsa-miR-29b-1-5p,-1
TP53,hsa-miR-29b-1-5p,-1
MYC,hsa-miR-223-5p,1
BMI1,hsa-miR-200c-5p,-1
AKT2,hsa-miR-22-5p,1
ARNT,hsa-miR-106b-5p,1
ARNT,hsa-miR-25-5p,1
ARNT,hsa-miR-93-5p,1
ASCL2,hsa-miR-141-5p,-1
ASCL2,hsa-miR-200a-5p,-1
ASCL2,hsa-miR-200b-5p,-1
ASCL2,hsa-miR-200c-5p,-1
ASCL2,hsa-miR-429-5p,-1
ASH1L,hsa-miR-375-5p,1
ATF3,hsa-miR-199a-2-5p,-1
ATF3,hsa-miR-590-5p,-1
ARNT,hsa-miR-101-5p,-1
ATF4,hsa-miR-106b-5p,-1
ATF4,hsa-miR-93-5p,-1
ATOH8,hsa-miR-126-5p,1
ATOH8,hsa-miR-221-5p,-1
BANP,hsa-miR-221-5p,-1
BANP,hsa-miR-222-5p,-1
BCL2L2,hsa-miR-29c-5p,1
BCL6,hsa-miR-155-5p,-1
BCL6,hsa-miR-361-5p,-1
BCLAF1,hsa-miR-218-5p,-1
BCR,hsa-miR-155-5p,1
BMI1,hsa-let-7i-5p,-1
ATF4,hsa-miR-25-5p,-1
AR,hsa-miR-99a-5p,-1
AR,hsa-miR-92a-1-5p,1
AR,hsa-miR-539-5p,1
AKT3,hsa-miR-22-5p,1
APEX1,hsa-miR-125b-2-5p,1
APEX1,hsa-miR-133b-5p,1
AR,hsa-let-7a-5p,1
AR,hsa-let-7c-5p,-1
AR,hsa-miR-1-2-5p,1
AR,hsa-miR-101-5p,1
AR,hsa-miR-125b-2-5p,1
AR,hsa-miR-133b-5p,1
AR,hsa-miR-145-5p,-1
AR,hsa-miR-17-5p,1
AR,hsa-miR-182-5p,1
AR,hsa-miR-18a-5p,1
AR,hsa-miR-190a-5p,-1
AR,hsa-miR-19a-5p,1
AR,hsa-miR-19b-1-5p,1
AR,hsa-miR-20a-5p,1
AR,hsa-miR-21-5p,1
AR,hsa-miR-216a-5p,1
AR,hsa-miR-27a-5p,1
CREB1,hsa-miR-302a-5p,1
E2F1,hsa-miR-17-5p,1
E2F2,hsa-miR-92a-1-5p,1
E2F2,hsa-miR-92a-5p,1
E2F2,hsa-miR-25-5p,1
E2F1,hsa-miR-15a-5p,1
E2F1,hsa-miR-15b-5p,1
E2F1,hsa-miR-16-5p,1
E2F2,hsa-miR-20a-5p,1
E2F2,hsa-miR-19b-1-5p,1
E2F2,hsa-miR-19a-5p,1
E2F2,hsa-miR-18a-5p,1
E2F2,hsa-miR-17-5p,1
E2F3,hsa-let-7a-5p,1
E2F3,hsa-let-7i-5p,1
E2F3,hsa-miR-106b-5p,1
E2F1,hsa-miR-106b-5p,1
DNMT3A,hsa-miR-29b-1-5p,-1
DNMT3B,hsa-miR-217-5p,-1
DNMT3B,hsa-miR-29a-5p,-1
E2F3,hsa-miR-19a-5p,1
E2F3,hsa-miR-195-5p,1
E2F3,hsa-miR-18a-5p,1
E2F3,hsa-miR-17-5p,1
DNMT3B,hsa-miR-29b-5p,-1
DNMT3B,hsa-miR-29b-1-5p,-1
E2F3,hsa-miR-15a-5p,1
DOK7,hsa-miR-495-5p,1
DPF2,hsa-miR-223-5p,-1
DTX1,hsa-miR-21-5p,1
E2F1,hsa-let-7a-5p,1
E2F1,hsa-let-7i-5p,1
E2F3,hsa-miR-15b-5p,1
DNMT3A,hsa-miR-29b-5p,-1
E2F1,hsa-miR-16-1-5p,1
E2F1,hsa-miR-519d-5p,-1
E2F1,hsa-miR-452-5p,1
E2F1,hsa-miR-449c-5p,1
E2F1,hsa-miR-449b-5p,1
E2F1,hsa-miR-23b-5p,-1
E2F1,hsa-miR-24-1-5p,-1
E2F1,hsa-miR-25-5p,1
E2F1,hsa-miR-27b-5p,-1
E2F1,hsa-miR-29a-5p,1
E2F1,hsa-miR-4496-5p,1
E2F1,hsa-miR-449a-5p,1
E2F1,hsa-miR-224-5p,1
E2F1,hsa-miR-20a-5p,1
E2F1,hsa-miR-92a-5p,1
E2F1,hsa-miR-184-5p,1
E2F1,hsa-miR-18a-5p,1
E2F1,hsa-miR-7-5p,1
E2F1,hsa-miR-16-2-5p,1
E2F1,hsa-miR-19a-5p,1
E2F1,hsa-miR-19b-5p,1
E2F1,hsa-miR-19b-1-5p,1
E2F1,hsa-miR-202-5p,1
E2F1,hsa-miR-203-5p,1
E2F1,hsa-miR-195-5p,1
DNMT3A,hsa-miR-29a-5p,-1
E2F3,hsa-miR-16-5p,1
DNMT3A,hsa-let-7b-5p,-1
CREBBP,hsa-miR-21-5p,1
E2F3,hsa-miR-25-5p,1
CTCF,hsa-miR-375-5p,-1
E2F3,hsa-miR-20a-5p,1
CTNNB1,hsa-miR-124-1-5p,1
CTNNB1,hsa-miR-124-2-5p,1
CTNNB1,hsa-miR-124-3-5p,1
CTNNB1,hsa-miR-146a-5p,1
CTNNB1,hsa-miR-150-5p,1
DNMT3A,hsa-miR-124-5p,-1
CREB1,hsa-miR-9-1-5p,1
E2F7,hsa-miR-92a-5p,-1
E2F7,hsa-miR-7-5p,-1
E2F7,hsa-miR-27b-5p,-1
E2F7,hsa-miR-26a-5p,-1
E2F7,hsa-miR-25-5p,-1
E2F7,hsa-miR-16-5p,-1
E2F7,hsa-miR-15a-5p,-1
E2F3,hsa-miR-92a-1-5p,1
E2F3,hsa-miR-7-5p,1
E2F3,hsa-miR-27b-5p,1
E2F3,hsa-miR-26a-5p,1
CREB1,hsa-miR-320a-5p,1
CREB1,hsa-miR-335-5p,1
CREB1,hsa-miR-630-5p,1
E2F3,hsa-miR-92a-5p,1
E2F3,hsa-miR-200b-5p,-1
DLX5,hsa-miR-9-3-5p,1
DNMT1,hsa-miR-23b-5p,-1
DNMT1,hsa-miR-148a-5p,-1
DNMT1,hsa-miR-150-5p,-1
E2F3,hsa-miR-19b-1-5p,1
DNMT1,hsa-miR-429-5p,-1
DNMT1,hsa-miR-30c-5p,-1
DNMT1,hsa-miR-184-5p,-1
DNMT1,hsa-miR-30a-5p,-1
DNMT1,hsa-miR-200a-5p,-1
DNMT1,hsa-miR-200b-5p,-1
DNMT1,hsa-miR-218-5p,-1
DNMT1,hsa-miR-296-5p,-1
DDX6,hsa-miR-145-5p,-1
DDX6,hsa-miR-143-5p,-1
DDX5,hsa-miR-21-5p,1
CTNNB1,hsa-miR-199a-5p,-1
CTNNB1,hsa-miR-203-5p,-1
CTNNB1,hsa-miR-30e-5p,1
CTNNB1,hsa-miR-34a-5p,1
CTNNB1,hsa-miR-371-5p,1
CTNNB1,hsa-miR-372-5p,1
CTNNB1,hsa-miR-373-5p,1
DDX53,hsa-miR-200b-5p,-1
DNMT1,hsa-miR-27b-5p,-1
CTNNB1,hsa-miR-770-5p,1
CUX1,hsa-miR-214-5p,1
CXADR,hsa-miR-122-5p,-1
DDIT3,hsa-miR-708-5p,1
DDX5,hsa-miR-182-5p,1
AP-1,hsa-miR-21-5p,1
AP-1,hsa-miR-203-5p,1
AP-1,hsa-miR-199a-2-5p,1
AP-1,hsa-miR-155-5p,1
AP-1,hsa-miR-24-1-5p,-1
AP-1,hsa-miR-206-5p,1
STAT5A,hsa-miR-15a-5p,-1
RUNX1,hsa-miR-223-5p,-1
STAT5A,hsa-miR-195-5p,-1
STAT5A,hsa-miR-18a-5p,1
STAT5A,hsa-miR-183-5p,1
STAT5A,hsa-miR-17-5p,1
STAT5A,hsa-miR-16-5p,-1
STAT5A,hsa-miR-15b-5p,-1
STAT5A,hsa-miR-146b-5p,1
AP-1,hsa-miR-101-2-5p,1
AP-1,hsa-miR-27b-5p,-1
AP-1,hsa-miR-29b-1-5p,1
SNAI2,hsa-miR-1-5p,-1
BRD2,hsa-let-7a-5p,-1
BRD2,hsa-miR-143-5p,-1
BRD2,hsa-miR-15b-5p,-1
SHP,hsa-miR-433-5p,-1
SHP,hsa-miR-127-5p,-1
MRTFA,hsa-miR-143-5p,1
TLX,hsa-miR-9-5p,-1
BHLHE40,hsa-miR-205-5p,-1
CTGF,hsa-miR-302-5p,1
LIN28A,hsa-let-7b-5p,-1
LIN28A,hsa-let-7a-5p,-1
LIN28A,hsa-let-7d-5p,-1
LIN28A,hsa-let-7e-5p,-1
LIN28A,hsa-let-7f-5p,-1
LIN28A,hsa-let-7g-5p,-1
LIN28A,hsa-let-7i-5p,-1
IRF6,hsa-miR-9-1-5p,1
AP-1,hsa-miR-29a-5p,1
MRTFA,hsa-miR-145-5p,1
MRTFA,hsa-miR-199a-2-5p,1
WWTR1,hsa-miR-106b-5p,1
AGO2,hsa-let-7c-5p,1
AGO2,hsa-let-7b-5p,1
AGO2,hsa-let-7a-5p,1
STAT5A,hsa-miR-96-5p,1
WWTR1,hsa-miR-25-5p,1
STAT5A,hsa-miR-92a-1-5p,1
STAT5A,hsa-miR-20a-5p,1
STAT5A,hsa-miR-19b-1-5p,1
STAT5A,hsa-miR-19a-5p,1
AP-1,hsa-miR-378-5p,1
AP-1,hsa-miR-34c-5p,1
AP-1,hsa-miR-30a-5p,-1
STAT5A,hsa-miR-22-5p,-1
